MESURE_TME,CNTER_NM,AGE_FLAG_NM,MESURE_PLACE_FLAG_NM,MESURE_AGE_CO,INPT_FLAG_NM,COAW_FLAG_NM,MESURE_DE,MVM_PRSCRPTN_CN,SEXDSTN_FLAG_CD
"1","군산","성인","일반","61","관리자","참가","20250224","준비운동:전신 루틴 스트레칭 / 본운동:윗몸 말아 올리기,누워서 하늘 자전거,엎드려서 팔 다리 들기,계단 올라갔다 내려오기,서서 다리 뒤로 차기 / 정리운동:전신 루틴 스트레칭","F"
"1","미추홀","성인","일반","24","관리자","3등급","20250224","준비운동:전신 루틴 스트레칭 / 본운동:달리기,계단 올라갔다 내려오기,짐볼 윗몸올리기,소파를 이용한 윗몸올리기,사다리 옆으로 발 옮기기,팔벌려뛰기,버피운동 / 정리운동:하지 루틴 스트레칭2,상지 루틴 스트레칭","M"
"1","사천","성인","일반","50","관리자","참가","20250224","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:달리기,줄넘기,윗몸 말아 올리기,맨몸운동  루틴프로그램,웨이트 트레이닝  루틴프로그램 / 정리운동:전신 루틴 스트레칭","M"
"2","스포원(금정)","어르신","일반","72","관리자","2등급","20250224","본운동:의자 잡고 후방으로 한발 뻗어 들기,의자잡고 후방으로 무릎 굽혀 들기,의자 잡고 전방으로 무릎 굽혀 들기,고정식 트레드밀에서 걷기,고정식 자전거 타기","M"
"1","사천","성인","일반","29","관리자","2등급","20250224","준비운동:하지 루틴 스트레칭1,상지 루틴 스트레칭 / 본운동:바벨들어올리기,원판던지기,파워클린,달리기,스텝퍼 뛰어서 넘어가기,사다리 안팎 뛰기 / 정리운동:등/어깨 뒤쪽 스트레칭,엉덩이 스트레칭,넙다리 뒤쪽 스트레칭","M"
"1","스포원(금정)","성인","일반","25","관리자","3등급","20250224","준비운동:전신 루틴 스트레칭 / 본운동:걷기,달리기 / 정리운동:넙다리 뒤쪽 스트레칭,하지 루틴 스트레칭1,상지 루틴 스트레칭","M"
"1","안동","성인","일반","53","관리자","참가","20250224","준비운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,유산소 운동 전 동적 루틴 스트레칭 / 본운동:턱걸이,윗몸올리기 ,엎드려 버티기,팔굽혀펴기,달리기 / 정리운동:넙다리 뒤쪽 스트레칭,하지 루틴 스트레칭2,상지 루틴 스트레칭","M"
"1","구미","성인","일반","20","관리자","참가","20250224","준비운동:등/어깨 뒤쪽 스트레칭,허리 스트레칭,배스트레칭,하지 루틴 스트레칭2 / 본운동:누워서 배가로근 수축 II,바벨 끌어당기기,소파를 이용한 윗몸올리기,옆으로 누워 버티기","M"
"1","영암","성인","일반","24","관리자","참가","20250224","본운동:누워서 배가로근 수축 I,윗몸 말아 올리기,윗몸올리기 ,엎드려 버티기","M"
"1","북구(광주)","성인","일반","21","관리자","2등급","20250224","준비운동:하지 루틴 스트레칭2,전신 루틴 스트레칭 / 본운동:앉았다 일어서기,매달려서 뒤로 팔굽혀 펴기,옆으로 누워 버티기,스텝퍼 오르내리기,버피운동 / 정리운동:넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭,작은 공을 이용한 동적 루틴 스트레칭","F"
"2","마포","성인","일반","22","관리자","3등급","20250224","준비운동:허리 스트레칭,배스트레칭,엉덩이 스트레칭 / 본운동:윗몸올리기 ,누워서 다리 들어올리기,버피운동 / 정리운동:상지 루틴 스트레칭,전신 루틴 스트레칭","F"
"1","마포","성인","일반","34","관리자","3등급","20250224","준비운동:유산소 운동 전 동적 루틴 스트레칭,자가근막이완술 루틴 스트레칭 / 본운동:달리기,실내 자전거타기,줄넘기,맨몸운동  루틴프로그램,웨이트 트레이닝  루틴프로그램,계단 두 칸씩 뛰기","F"
"2","안산","성인","일반","29","관리자","2등급","20250224","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:달리기,계단 뛰어 오르기,실내 자전거타기,계단 올라갔다 내려오기,앉았다 일어서기,턱걸이,윗몸 말아 올리기 / 정리운동:전신 루틴 스트레칭","M"
"1","연제","어르신","출장","69","관리자","참가","20250224","준비운동:고관절 스트레칭,대퇴이두근 스트레칭,엉덩이 스트레칭,대퇴사두근 스트레칭 / 본운동:앉아서 뒤로 당기기,앉아서 당겨 내리기,덤벨 잡고 앉았다 일어서기,고정식 트레드밀에서 걷기,고정식 자전거 타기 / 정리운동:가슴 스트레칭,팔꿈치 맞닿아 원그리기,등/어깨 뒤쪽 스트레칭,옆구리 스트레칭","F"
"6","사천","성인","일반","29","관리자","2등급","20250224","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:엎드려 버티기,앉았다 일어서기,누워서 덤벨 들어올리기,서서 바벨 위로 밀기,달리기 / 정리운동:하지 루틴 스트레칭2,전신 루틴 스트레칭","F"
"5","창원","어르신","일반","69","관리자","3등급","20250224","준비운동:앉아서 다리 펴기,엎드려서 다리 굽히기 ,앉아서 다리 밀기 ,덤벨 잡고 뒤꿈치 들기","M"
"1","곡성","성인","일반","52","관리자","참가","20250224","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:소파를 이용한 윗몸올리기,서서 다리로 탄력밴드 당기기 II,서서 탄력밴드 당겨내리기/올리기,계단 올라갔다 내려오기 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭","M"
"1","창원","성인","일반","55","관리자","2등급","20250224","준비운동:등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,허리 스트레칭,배스트레칭 / 본운동:앉았다 일어서면서 점프하기,무릎 높여 제자리 달리기,팔벌려뛰기,버피운동 / 정리운동:엉덩이 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭,넙다리 안쪽 스트레칭","F"
"1","곡성","성인","일반","50","관리자","3등급","20250224","준비운동:등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,허리 스트레칭,하지 루틴 스트레칭2 / 본운동:앉았다 일어서기,덤벨 옆으로 들어올리기,옆으로 누워 버티기,네발기기 자세에서 다리 위로 뻗어올리기,버피운동 / 정리운동:실내 자전거타기,트레드밀에서 걷기,계단 올라갔다 내려오기,수영","F"
"1","세종","성인","일반","59","관리자","2등급","20250224","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:사다리 안팎 뛰기,무릎 높여 제자리 달리기,사다리 좌우 뛰기,팔벌려뛰기 / 정리운동:전신 루틴 스트레칭","M"
"1","사천","성인","일반","29","관리자","참가","20250224","준비운동:유산소 운동 전 동적 루틴 스트레칭,자가근막이완술 루틴 스트레칭 / 본운동:박스 운동  루틴프로그램,맨몸운동  루틴프로그램,손목 펴기/굽히기,턱걸이 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭","F"
"2","강북","성인","일반","54","관리자","참가","20250224","준비운동:유산소 운동 전 동적 루틴 스트레칭,막대 잡고 팔 안쪽/바깥 돌림 / 본운동:달리기,실내 자전거타기,서서 다리 뒤로 차기,서서 다리로 탄력밴드 당기기 II / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭","F"
"6","KSPO대구","성인","일반","25","관리자","참가","20250224","준비운동:테이블 이용하여 팔 들어 올리기 / 본운동:턱걸이,바벨 끌어당기기,바벨들어올리기,뛰어 내렸다가 바로 점프하기,앉았다 일어서면서 점프하기,무릎 높여 제자리 달리기,계단 두발 뛰기","F"
"1","광주","성인","일반","26","관리자","참가","20250224","준비운동:테이블 이용하여 팔 들어 올리기 / 본운동:윗몸올리기  / 정리운동:실내 자전거타기","M"
"2","서구(대전)","성인","일반","62","관리자","참가","20250224","본운동:맨몸운동  루틴프로그램,요가 및 필라테스  루틴프로그램,저항밴드 운동  루틴프로그램","F"
"11","계룡","성인","일반","39","관리자","참가","20250224","준비운동:탄력밴드 당기면서 팔 들어올리기,수동적 관절가동범위 운동,밴드잡고 머리 위에서 팔꿈치 펴기 / 본운동:턱걸이,바벨 끌어당기기,누워서 덤벨 모아들기,서서 바벨 위로 밀기 / 정리운동:상지 루틴 스트레칭,전신 루틴 스트레칭,유산소 운동 전 동적 루틴 스트레칭","M"
"2","포천","성인","일반","63","관리자","참가","20250224","준비운동:목 스트레칭,등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,아래 팔 스트레칭 / 본운동:굽힘 밸런스운동-60~120도 사이,벌림 밸런스 운동-60~120도 사이,등척성운동-벌림,등척성운동-바깥돌림,등척성운동-안쪽 돌림,앉아서 팔꿈치 굽히기/펴기 ,앉았다 일어서기,엎드려 버티기,누워서 엉덩이 들어올리기,팔벌려뛰기,버피운동,유산소 운동 전 동적 루틴 스트레칭,좌식생활자를 위한 동적 루틴 스트레칭 ,작은 공을 이용한 동적 루틴 스트레칭 ,자가근막이완술 루틴 스트레칭,빠르게 걷기,팔굽혀펴기(무릎대고 실시),달리기,실외 자전거타기,계단 올라갔다 내려오기,수영 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭","M"
"3","서대문","성인","일반","24","관리자","1등급","20250224","준비운동:동적 스트레칭 루틴프로그램 / 본운동:계단 올라갔다 내려오기,버피운동,앉았다 일어서기 / 정리운동:상지 루틴 스트레칭","F"
"1","양평","성인","일반","60","관리자","3등급","20250224","본운동:달리기,실내 자전거타기,계단 올라갔다 내려오기,수영,윗몸올리기 ,소파를 이용한 윗몸올리기,엎드려 버티기","M"
"7","부천","어르신","일반","67","관리자","1등급","20250224","준비운동:고정식 자전거 타기,스텝박스,스텝박스 오르내리기  / 본운동:앉아서 다리 펴기,엎드려서 다리 굽히기 ,앉아서 다리 밀기  / 정리운동:대퇴이두근 스트레칭2,엉덩이 스트레칭,엉덩이 스트레칭2","M"
"1","KSPO송파별관(어르신)","어르신","일반","68","관리자","2등급","20250224","준비운동:아래 팔 스트레칭 / 본운동:걷기,달리기,실내 자전거타기,트레드밀에서 걷기 / 정리운동:허리 스트레칭,넙다리 안쪽 스트레칭","F"
"6","안산","어르신","일반","67","관리자","3등급","20250224","준비운동:등/어깨 뒤쪽 스트레칭,옆구리 스트레칭,척추 스트레칭,골반 스트레칭 / 본운동:덤벨 잡고 앉았다 일어서기,앉아서 어깨 위로 밀기,짐볼에서 윗몸 일으키기 / 정리운동:스텝박스 오르내리기 ,수영,대퇴이두근 스트레칭,내전근 스트레칭","F"
"1","동구(광주)","성인","일반","28","관리자","참가","20250224","준비운동:허리 스트레칭,엉덩이 스트레칭,넙다리 뒤쪽 스트레칭 / 본운동:누워서 배가로근 수축 I,윗몸 말아 올리기,윗몸올리기 ,누워서 팔 다리 동시에 들어올리기 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭","M"
"7","서구(광주)","성인","일반","60","관리자","참가","20250224","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭,하지 루틴 스트레칭2 / 정리운동:전신 루틴 스트레칭","F"
"5","마포","어르신","일반","73","관리자","2등급","20250224","준비운동:어깨 스트레칭,몸통 비틀기,고관절 스트레칭 / 본운동:앉아서 다리 펴기 / 정리운동:대퇴이두근 스트레칭2,엉덩이 스트레칭,대퇴사두근 스트레칭,엉덩이 스트레칭2","M"
"3","마포","어르신","일반","78","관리자","3등급","20250224","준비운동:어깨 스트레칭,몸통 비틀기,고관절 스트레칭,고정식 트레드밀에서 걷기,고정식 자전거 타기 / 본운동:바벨 잡고 들어올리기,고정식 트레드밀에서 걷기 / 정리운동:대퇴사두근 스트레칭,엉덩이 스트레칭2,종아리 스트레칭","M"
"1","군산","성인","일반","31","관리자","참가","20250224","준비운동:윗몸올리기 ,누워서 다리 들어올리기,누워서 다리 좌우로 움직이기,누워서 수직으로 다리 들어올리기 ,테이블 이용하여 팔 옆으로 벌리기","M"
"4","창원","성인","일반","23","관리자","1등급","20250224","준비운동:등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,허리 스트레칭,배스트레칭 / 본운동:앉았다 일어서면서 점프하기,팔벌려뛰기,버피운동,점프 팔굽혀펴기 / 정리운동:엉덩이 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭,넙다리 안쪽 스트레칭","F"
"2","화성","성인","일반","24","관리자","참가","20250224","준비운동:전신 루틴 스트레칭 / 본운동:버피운동,윗몸올리기  / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2","F"
"3","강북","성인","일반","55","관리자","3등급","20250224","준비운동:등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭 / 본운동:무릎 높여 제자리 달리기,팔벌려뛰기,앉아서 팔꿈치 굽히기/펴기  / 정리운동:엉덩이 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭,넙다리 안쪽 스트레칭","F"
"2","서구(광주)","성인","일반","54","관리자","참가","20250224","준비운동:전신 루틴 스트레칭 / 본운동:계단 올라갔다 내려오기,계단 뛰어 오르기,수영 / 정리운동:하지 루틴 스트레칭2,상지 루틴 스트레칭","F"
"5","화성","어르신","일반","65","관리자","1등급","20250224","준비운동:탄력밴드 전방으로 당기기,엉덩이 스트레칭,종아리 스트레칭 / 본운동:짐볼 들고 양옆으로 돌리기,의자에 앉아 볼 돌리기,앉아서 밴드 잡고 몸통 돌리기 / 정리운동:허리 스트레칭,배 스트레칭,어깨 스트레칭","M"
"1","강북","어르신","일반","70","관리자","참가","20250224","준비운동:몸통 비틀기,고관절 스트레칭 / 본운동:덤벨 잡고 앉았다 일어서기,바벨 잡고 들어올리기,앉아서 다리 펴기,엎드려서 다리 굽히기  / 정리운동:대퇴사두근 스트레칭,엉덩이 스트레칭2,종아리 스트레칭,몸통 비틀기","M"
"1","서구(대전)","성인","일반","26","관리자","참가","20250224","준비운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭 / 본운동:걷기,트레드밀에서 걷기,수영,버피운동,점프 팔굽혀펴기,웨이트 트레이닝  루틴프로그램,맨몸운동  루틴프로그램 / 정리운동:전신 루틴 스트레칭","M"
"1","춘천","성인","일반","55","관리자","2등급","20250224","준비운동:진자운동 / 본운동:몸통 옆으로 굽히기,매달려서 뒤로 팔굽혀 펴기,가슴/어깨 앞쪽 스트레칭,줄넘기","F"
"3","KSPO아산","성인","일반","61","관리자","3등급","20250224","준비운동:실내 자전거타기,트레드밀에서 걷기 / 본운동:발등굽힘/발바닥굽힘,누워서 배가로근 수축 II,앉았다 일어서기 / 정리운동:하지 루틴 스트레칭1,상지 루틴 스트레칭,전신 루틴 스트레칭","F"
"2","스포원(금정)","성인","일반","29","관리자","참가","20250224","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭,하지 루틴 스트레칭2,걷기,달리기","M"
"1","성동","성인","일반","62","관리자","참가","20250224","준비운동:진자운동","F"
"1","달서","성인","일반","21","관리자","참가","20250224","준비운동:걷기,달리기,줄넘기 / 본운동:넙다리 뒤쪽 스트레칭,하지 루틴 스트레칭1,상지 루틴 스트레칭,전신 루틴 스트레칭,팔벌려뛰기,버피운동","F"
"2","성동","성인","일반","55","관리자","참가","20250224","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:달리기,실내 자전거타기,줄넘기 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭","F"
"4","성남","성인","일반","35","관리자","참가","20250224","준비운동:허리 스트레칭,배스트레칭,옆구리 스트레칭,엉덩이 스트레칭 / 본운동:윗몸 말아 올리기,윗몸올리기 ,엎드려 버티기,누워서 다리 들어올리기 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,전신 루틴 스트레칭","M"
"2","KSPO송파","성인","일반","20","관리자","3등급","20250224","준비운동:전신 루틴 스트레칭,유산소 운동 전 동적 루틴 스트레칭 / 본운동:엎드려 버티기,바벨 끌어당기기,손목 펴기/굽히기,달리기 / 정리운동:전신 루틴 스트레칭","M"
"1","스포원(금정)","성인","일반","53","관리자","3등급","20250224","준비운동:전신 루틴 스트레칭 / 본운동:누워서 엉덩이 들어올리기,앉았다 일어서기 / 정리운동:하지 루틴 스트레칭1,상지 루틴 스트레칭","F"
"1","북구(광주)","성인","일반","33","관리자","2등급","20250224","준비운동:하지 루틴 스트레칭1,전신 루틴 스트레칭 / 본운동:맨몸운동  루틴프로그램,크런치 사이클,달리기,계단 올라갔다 내려오기 / 정리운동:등/어깨 뒤쪽 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭","F"
"1","KSPO송파","성인","일반","54","관리자","참가","20250224","준비운동:목 스트레칭,등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,아래 팔 스트레칭 / 본운동:걷기,달리기,실내 자전거타기,트레드밀에서 걷기 / 정리운동:허리 스트레칭,배스트레칭,넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭","M"
"1","성남","성인","일반","35","관리자","참가","20250224","준비운동:상지 루틴 스트레칭,전신 루틴 스트레칭,유산소 운동 전 동적 루틴 스트레칭 / 본운동:달리기,실내 자전거타기,줄넘기,수영 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2","M"
"1","창원마산회원","성인","일반","27","관리자","참가","20250224","준비운동:가슴/어깨 앞쪽 스트레칭,허리 스트레칭,하지 루틴 스트레칭1 / 본운동:앉았다 일어서기,앉아서 위로 밀기 / 정리운동:달리기,실내 자전거타기,계단 올라갔다 내려오기,수영","M"
"1","경산","성인","일반","60","관리자","참가","20250224","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:달리기 / 정리운동:하지 루틴 스트레칭2","M"
"1","수원","성인","일반","19","관리자","1등급","20250224","준비운동:서서 다리로 탄력밴드 당기기 I / 본운동:윗몸 말아 올리기,윗몸올리기  / 정리운동:하지 루틴 스트레칭1","M"
"2","양평","성인","일반","21","관리자","3등급","20250224","준비운동:전신 루틴 스트레칭 / 본운동:줄넘기,계단 뛰어 오르기,수영","M"
"2","안동","성인","일반","29","관리자","참가","20250224","준비운동:하지 루틴 스트레칭1,상지 루틴 스트레칭 / 본운동:바벨들어올리기,원판던지기,파워클린,달리기,스텝퍼 뛰어서 넘어가기 / 정리운동:등/어깨 뒤쪽 스트레칭,엉덩이 스트레칭,넙다리 뒤쪽 스트레칭","M"
"2","삼척","성인","일반","42","관리자","참가","20250224","준비운동:걷기,달리기,팔벌려뛰기,스텝퍼 뛰어서 오르내리기,스텝퍼 뛰어서 넘어가기 / 본운동:앉았다 일어서기,한발 앞으로 내밀고 앉았다 일어서기,바벨 들어 팔꿈치 굽히기,앉아서 다리 밀기,팔굽혀펴기(무릎대고 실시) / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭,자가근막이완술 루틴 스트레칭","F"
"5","안동","성인","일반","29","관리자","참가","20250224","준비운동:하지 루틴 스트레칭1,상지 루틴 스트레칭 / 본운동:바벨들어올리기,원판던지기,파워클린,달리기,스텝퍼 뛰어서 넘어가기,사다리 안팎 뛰기 / 정리운동:등/어깨 뒤쪽 스트레칭,엉덩이 스트레칭,넙다리 뒤쪽 스트레칭","M"
"1","수원","청소년","일반","18","관리자","1등급","20250224","준비운동:전완대고 버티기,손 뻗어 윗몸 일으키기,팔꿈치 고정 후 벌리기 / 본운동:걷기,조깅,자전거타기,줄넘기 운동","M"
"2","포항","성인","일반","26","관리자","참가","20250224","준비운동:전신 루틴 스트레칭 / 본운동:전완대고 버티기,달리기,트레드밀에서 걷기 / 정리운동:하지 루틴 스트레칭2,상지 루틴 스트레칭","M"
"1","북구(광주)","성인","일반","53","관리자","참가","20250224","준비운동:하지 루틴 스트레칭1,전신 루틴 스트레칭 / 본운동:누워서 엉덩이 들어올리기,몸통 들어올리기,원판던지기,실내 자전거타기,달리기,앉았다 일어서기 / 정리운동:등/어깨 뒤쪽 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭,작은 공을 이용한 동적 루틴 스트레칭","F"
"7","정읍","성인","일반","49","관리자","참가","20250224","준비운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭,유산소 운동 전 동적 루틴 스트레칭 / 본운동:턱걸이,윗몸올리기 ,엎드려 버티기,팔굽혀펴기 / 정리운동:걷기,달리기,실내 자전거타기,트레드밀에서 걷기","F"
"2","삼척","청소년","일반","13","관리자","1등급","20250224","준비운동:걷기,조깅,빠르게 무릎들어 뛰기,팔 벌려 뛰기,양팔 벌려 높이 뛰기 / 본운동:버피 테스트,맨몸운동  루틴프로그램,웨이트 트레이닝  루틴프로그램,저항밴드 운동  루틴프로그램,바운딩 운동  루틴프로그램,박스 운동  루틴프로그램,사다리 운동  루틴프로그램 / 정리운동:요가 및 필라테스  루틴프로그램,정적 스트레칭  루틴프로그램","F"
"5","안산","성인","일반","31","관리자","참가","20250224","준비운동:하지 루틴 스트레칭1 / 본운동:앉았다 일어서기,윗몸올리기 ,달리기,계단 올라갔다 내려오기,계단 뛰어 오르기,수영 / 정리운동:하지 루틴 스트레칭2","M"
"1","양평","성인","일반","31","관리자","3등급","20250224","준비운동:등/어깨 뒤쪽 스트레칭,허리 스트레칭 / 본운동:의자에 앉아 다리 뻗어 올리기,앉았다 일어서기,윗몸 말아 올리기 / 정리운동:달리기,트레드밀에서 걷기,수영","M"
"3","KSPO대구","성인","일반","27","관리자","참가","20250224","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:엎드려 버티기,앉았다 일어서기,팔굽혀펴기,달리기 / 정리운동:넙다리 뒤쪽 스트레칭,하지 루틴 스트레칭2,전신 루틴 스트레칭","F"
"1","구미","성인","일반","53","관리자","참가","20250224","준비운동:허리 스트레칭,배스트레칭,하지 루틴 스트레칭2,전신 루틴 스트레칭 / 본운동:누워서 배가로근 수축 II,덤벨 옆으로 들어올리기,손목 펴기/굽히기,엎드려서 균형잡기","F"
"1","수원","청소년","일반","18","관리자","2등급","20250224","준비운동:줄넘기 운동","M"
"1","구미","성인","일반","27","관리자","참가","20250224","준비운동:허리 스트레칭,배스트레칭,하지 루틴 스트레칭2,자가근막이완술 루틴 스트레칭 / 본운동:누워서 배가로근 수축 II,덤벨 옆으로 들어올리기,엎드려서 균형잡기,소파를 이용한 윗몸올리기","F"
"1","수원","청소년","일반","18","관리자","2등급","20250224","본운동:달리기,줄넘기,짐볼 윗몸일으키기,빠른 발 뛰기 / 정리운동:메디신볼 운동  루틴프로그램","M"
"1","서대문","성인","일반","61","관리자","2등급","20250224","준비운동:밴드잡고 머리 위에서 팔꿈치 펴기","M"
"1","서대문","성인","일반","19","관리자","3등급","20250224","준비운동:옆으로 누워서팔 앞으로 당기기","M"
"14","구미","성인","일반","41","관리자","3등급","20250224","준비운동:등/어깨 뒤쪽 스트레칭,허리 스트레칭,배스트레칭,하지 루틴 스트레칭2 / 본운동:턱걸이,허리 굽혀 덤벨 들기,누워서 팔 다리 동시에 들어올리기,누워서 수직으로 다리 들어올리기 ,스텝퍼 뛰어서 오르내리기,뛰어 내렸다가 바로 점프하기,무릎 높여 제자리 달리기,계단 두발 뛰기","M"
"1","중구(서울)","성인","일반","26","관리자","참가","20250224","본운동:윗몸 말아 올리기,엎드려 버티기,누워서 다리 들어올리기,누워서 엉덩이 들어올리기 / 정리운동:목 굽힘/ 폄 III,무릎 높여 제자리 달리기","F"
"1","사상","성인","일반","41","관리자","참가","20250224","준비운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭,유산소 운동 전 동적 루틴 스트레칭 / 본운동:턱걸이,윗몸올리기 ,엎드려 버티기,팔굽혀펴기,실외 자전거타기,트레드밀에서 걷기 / 정리운동:유산소 운동 전 동적 루틴 스트레칭,자가근막이완술 루틴 스트레칭","M"
"2","사상","성인","일반","53","관리자","3등급","20250224","준비운동:하지 루틴 스트레칭2,유산소 운동 전 동적 루틴 스트레칭 / 본운동:앉았다 일어서기,턱걸이,윗몸올리기 ,엎드려 버티기,달리기,실내 자전거타기,수영,버피운동 / 정리운동:하지 루틴 스트레칭2,상지 루틴 스트레칭","M"
"1","익산","성인","일반","23","관리자","참가","20250224","준비운동:등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,허리 스트레칭,배스트레칭 / 본운동:팔벌려뛰기,버피운동,턱걸이,누워서 덤벨 모아들기,달리기,실외 자전거타기 / 정리운동:엉덩이 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭,넙다리 안쪽 스트레칭","F"
"5","목포","성인","일반","64","관리자","참가","20250224","준비운동:등/어깨 뒤쪽 스트레칭,넙다리 뒤쪽 스트레칭 / 본운동:누워서 배가로근 수축 II,윗몸 말아 올리기,달리기 / 정리운동:엉덩이 스트레칭,넙다리 뒤쪽 스트레칭,상지 루틴 스트레칭","M"
"4","오산","성인","일반","55","관리자","참가","20250224","준비운동:전신 루틴 스트레칭,옆으로 누워서팔 앞으로 당기기 / 본운동:버피운동,매달려서 다리 들기,빠르게 걷기,달리기 / 정리운동:전신 루틴 스트레칭","F"
"1","오산","성인","일반","64","관리자","참가","20250224","준비운동:흔들어 체조,테이블 이용하여 팔 들어 올리기 / 본운동:동물처럼 걸어요,빌리보를 밀어요,소방훈련 해요,우리 모두 다같이 / 정리운동:꼬리를 떼어요,점핑점핑해요,줄넘기 해요,알을 낳아요","M"
"7","오산","어르신","일반","77","관리자","1등급","20250224","준비운동:의자잡고 후방으로 무릎 굽혀 들기,의자 잡고 전방으로 무릎 굽혀 들기,의자 이용 중심 잡기 루틴 운동","M"
"1","마포","성인","일반","32","관리자","3등급","20250224","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:윗몸 말아 올리기,넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭,짐볼을 이용한 동적 루틴 스트레칭 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭","M"
"3","마포","성인","일반","60","관리자","3등급","20250224","준비운동:달리기,실내 자전거타기,트레드밀에서 걷기 / 본운동:서서 뒤꿈치 들기,앉았다 일어서기 / 정리운동:상지 루틴 스트레칭,전신 루틴 스트레칭","F"
"2","창원","성인","일반","47","관리자","2등급","20250224","준비운동:등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,허리 스트레칭,배스트레칭 / 본운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭 / 정리운동:엉덩이 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭,넙다리 안쪽 스트레칭","F"
"1","사천","성인","일반","49","관리자","3등급","20250224","준비운동:유산소 운동 전 동적 루틴 스트레칭,자가근막이완술 루틴 스트레칭 / 본운동:달리기,윗몸올리기 ,턱걸이,저항밴드 운동  루틴프로그램,계단 두 칸씩 뛰기 / 정리운동:전신 루틴 스트레칭","M"
"6","사천","성인","일반","21","관리자","참가","20250224","준비운동:달리기,줄넘기,계단 올라갔다 내려오기,계단 뛰어 오르기 / 본운동:짐볼 윗몸올리기,손목 펴기/굽히기,뒤로 팔굽혀펴기 / 정리운동:바벨 끌어당기기,허리 굽혀 덤벨 들기,서서 바벨 위로 밀기","M"
